RUN_DT, MRNT_CD, STLB_TRN_CLSF_CD, SPL_SEAT_SUM_NUM, ABRD_PRNB, SEAT_DST, ABRD_SLJN_DST, AGGR_YMDHMS
20191001,08,01,4280,3769,10605840,3306059,20191001000000
20191001,01,02,26004,54383,94903428,41213021,20191001000000
20191001,08,02,7720,12528,20379072,9060515,20191001000000
20191001,04,08,1504,1431,6417568,1676545,20191001000000
20191001,00,* ,0,162,0,80517,20191001000000
20191001,01,07,2250,3145,9207465,7409485,20191001000000
20191001,03,02,12654,10122,31481628,8733170,20191001000000
20191001,02,02,5008,6257,13754472,5657007,20191001000000
20191001,88,07,4500,5600,18127830,12452775,20191001000000
20191001,03,07,11225,10544,36850568,21696492,20191001000000
20191001,C1,98,2528,920,0,0,20191001000000
20191001,01,08,7520,10651,33934752,11213461,20191001000000
20191001,04,02,9592,13076,38823568,11891611,20191001000000
20191001,04,07,6000,6338,23540790,15026503,20191001000000
20191001,04,00,11460,8275,45916229,18453748,20191001000000
20191001,03,08,4512,4143,16891424,4053479,20191001000000
20191001,01,10,2460,2905,10195562,7006398,20191001000000
20191001,88,02,3996,3677,6420190,2379473,20191001000000
20191001,01,01,398,111,1583244,145870,20191001000000
20191001,88,00,11460,9067,48208945,21399979,20191001000000
20191001,N1,10,14760,8865,32837184,14373983,20191001000000
20191001,30,02,1416,451,1631232,225996,20191001000000
20191001,8B,07,8250,9351,30215766,18179642,20191001000000
20191001,01,04,1578,2675,2526904,1466573,20191001000000
20191001,03,04,1052,2273,3746172,1968355,20191001000000
20191001,05,02,4328,5904,9430104,2851989,20191001000000
20191001,65,02,3312,4603,11539008,4636272,20191001000000
20191001,02,08,1504,423,3113280,451048,20191001000000
20191001,8B,02,2254,336,870044,105293,20191001000000
20191001,60,02,1600,1347,6211040,1099051,20191001000000
20191001,03,10,1230,649,1986848,540801,20191001000000
20191001,03,00,22920,12056,80226677,27538506,20191001000000
20191001,75,02,6500,7932,11718250,3875569,20191001000000
20191001,05,04,1052,581,1673732,395982,20191001000000
20191001,8B,00,5730,3502,21091223,7210637,20191001000000
20191001,60,01,1220,122,565748,33082,20191001000000
20191001,01,00,88687,69683,357123691,165447054,20191001000000
20191001,83,02,1288,787,1458016,306554,20191001000000
20191001,14,09,12348,13572,13649440,8224147,20191001000000
20191002,88,07,4570,6592,18393745,15021071,20191002000000
20191002,02,02,6004,8587,15353052,8931087,20191002000000
20191002,01,04,1578,3195,2526904,1953896,20191002000000
20191002,04,01,774,636,2937374,1410194,20191002000000
20191002,01,07,2250,3733,9207465,8663829,20191002000000
20191002,04,08,1504,1929,6417568,2661252,20191002000000
20191002,8B,00,5730,5449,21091223,11382149,20191002000000
20191002,01,01,398,181,1583244,234538,20191002000000
20191002,88,00,11460,12613,48208945,30429517,20191002000000
20191002,8B,02,2254,370,870044,118808,20191002000000
20191002,03,08,4512,5954,16891424,6883835,20191002000000
20191002,00,* ,0,162,0,80517,20191002000000
20191002,01,08,7520,14110,33934752,17739249,20191002000000
20191002,05,02,4328,7658,9430104,4407596,20191002000000
20191002,03,04,1052,2844,3746172,2468906,20191002000000
20191002,03,10,1230,1140,2043584,1213531,20191002000000
20191002,60,01,1536,219,746974,60663,20191002000000
20191002,08,02,7720,15102,20379072,11480809,20191002000000
20191002,C1,98,2528,1401,0,0,20191002000000
20191002,04,07,6140,7795,24082077,18362156,20191002000000
20191002,88,02,3996,3776,6420190,2324264,20191002000000
20191002,83,02,1288,1000,1458016,387043,20191002000000
20191002,75,02,6500,8926,11718250,4469572,20191002000000
20191002,03,00,22920,19458,80226677,46204697,20191002000000
20191002,88,01,436,114,1120084,110778,20191002000000
20191002,N1,10,14760,12094,32955480,19928622,20191002000000
20191002,02,01,400,209,1012400,366336,20191002000000
20191002,04,02,9592,17123,38823568,17799859,20191002000000
20191002,14,09,12348,14994,14751940,9489517,20191002000000
20191002,01,00,88687,96094,357040211,240552480,20191002000000
20191002,8B,07,8250,11764,30212070,23351881,20191002000000
20191002,03,07,11050,12477,36304366,24527779,20191002000000
20191002,01,10,2460,3275,10195562,8188658,20191002000000
20191002,03,02,13950,12114,35590504,11429052,20191002000000
20191002,05,04,1052,825,1673732,597452,20191002000000
20191002,30,02,1416,633,1631232,321632,20191002000000
20191002,02,08,1504,539,3113280,594326,20191002000000
20191002,11,01,272,3,161024,1776,20191002000000
20191002,01,02,25504,65226,93804928,56190440,20191002000000
20191002,60,02,1596,1620,6197004,1677617,20191002000000
20191002,65,02,3312,5672,11539008,6070569,20191002000000
20191002,04,00,11332,10462,45512837,23527013,20191002000000
20191002,08,01,4788,4857,11864664,4373361,20191002000000
20191003,75,02,6500,3871,11718250,2192693,20191003000000
20191003,02,01,400,156,1012400,251180,20191003000000
20191003,8B,00,5730,4220,21320375,9096428,20191003000000
20191003,01,02,23920,57121,91463920,60719271,20191003000000
20191003,01,04,1578,2558,2526904,2036985,20191003000000
20191003,04,07,6000,6847,24023250,17208893,20191003000000
20191003,04,08,1504,1885,6417568,3035649,20191003000000
20191003,65,02,3312,3237,11539008,3968257,20191003000000
20191003,01,08,8272,15387,37340560,21265954,20191003000000
20191003,88,02,3996,3899,6420190,2819495,20191003000000
20191003,N1,10,15580,11736,34774560,19794840,20191003000000
20191003,05,02,4328,4638,9430104,3678393,20191003000000
20191003,03,07,10980,10501,36950570,23113697,20191003000000
20191003,88,07,4570,4656,18907965,11902435,20191003000000
20191003,02,02,5008,5671,13754472,6213946,20191003000000
20191003,83,02,1288,180,1458016,82301,20191003000000
20191003,03,00,22920,12965,81064220,32505798,20191003000000
20191003,03,04,1052,2445,3746172,2715752,20191003000000
20191003,14,09,18522,16409,18151560,12532700,20191003000000
20191003,C1,98,2528,1516,0,0,20191003000000
20191003,03,08,4512,5962,16891424,7300778,20191003000000
20191003,60,01,1536,102,746974,28254,20191003000000
20191003,02,08,1504,988,3113280,1151135,20191003000000
20191003,03,10,1230,423,1951600,500668,20191003000000
20191003,08,01,4788,5667,11864664,5846308,20191003000000
20191003,04,00,13242,10981,50684524,28244678,20191003000000
20191003,88,00,11460,9508,48518775,24063070,20191003000000
20191003,08,02,7720,13114,20379072,12275161,20191003000000
20191003,01,10,3280,3547,13751810,9851092,20191003000000
20191003,01,07,2625,3545,10953750,9420504,20191003000000
20191003,8B,02,2254,364,870044,125118,20191003000000
20191003,01,01,398,185,1583244,327999,20191003000000
20191003,05,04,1052,748,1673732,589812,20191003000000
20191003,8B,07,8285,8950,30844860,19520866,20191003000000
20191003,03,02,13154,12633,32900852,15569953,20191003000000
20191003,01,00,96327,78605,392493113,217140288,20191003000000
20191003,88,01,436,253,1120084,338546,20191003000000
20191003,60,02,1592,821,6182968,535145,20191003000000
20191003,30,02,1416,607,1631232,326750,20191003000000
20191003,04,02,9592,16848,38823568,20068440,20191003000000
20191003,04,01,1112,387,3511298,768119,20191003000000
20191004,01,02,27330,83641,97320198,75768760,20191004000000
20191004,02,08,1504,875,3113280,920925,20191004000000
20191004,N1,10,19680,17424,43074600,30049862,20191004000000
20191004,01,08,8272,19901,37340560,24303977,20191004000000
20191004,02,02,5008,8676,13754472,7925177,20191004000000
20191004,88,01,436,418,1120084,511555,20191004000000
20191004,88,02,3996,6221,6420190,4031067,20191004000000
20191004,03,02,13510,16594,35358760,17678477,20191004000000
20191004,30,02,1416,1072,1631232,591605,20191004000000
20191004,11,01,272,1,161024,560,20191004000000
20191004,01,01,398,393,1583244,620868,20191004000000
20191004,04,08,1504,2442,6417568,3671149,20191004000000
20191004,8B,07,6785,10275,24786491,20615367,20191004000000
20191004,08,01,4788,6667,11864664,6502238,20191004000000
20191004,8B,02,2254,585,870044,189224,20191004000000
20191004,05,02,4328,9169,9430104,5531136,20191004000000
20191004,8B,00,7640,6645,28209719,13970928,20191004000000
20191004,04,00,13242,14316,50810112,32783354,20191004000000
20191004,02,01,1076,747,2606408,1622076,20191004000000
20191004,08,02,7720,17899,20379072,14416024,20191004000000
20191004,05,04,1052,1542,1673732,1066937,20191004000000
20191004,03,07,10535,12074,36680885,24569984,20191004000000
20191004,88,00,11460,11332,48272145,27439570,20191004000000
20191004,04,07,6410,8957,25072337,20760138,20191004000000
20191004,01,04,1578,3602,2526904,2368309,20191004000000
20191004,60,02,1856,2487,7491880,2546437,20191004000000
20191004,C1,98,2528,1036,0,0,20191004000000
20191004,65,02,3312,6710,11539008,7071421,20191004000000
20191004,03,04,1052,3373,3746172,2954721,20191004000000
20191004,14,09,12348,19646,19039440,13113780,20191004000000
20191004,03,00,28522,22047,92837015,51318659,20191004000000
20191004,04,02,9592,23619,38823568,25766057,20191004000000
20191004,00,* ,0,472,0,210751,20191004000000
20191004,88,07,6750,9547,27633034,21632122,20191004000000
20191004,01,00,108870,113324,442042830,287722834,20191004000000
20191004,04,01,436,598,1874364,1086564,20191004000000
20191004,60,01,1536,550,746974,149240,20191004000000
20191004,83,02,1674,380,1864088,96875,20191004000000
20191004,75,02,6500,8212,11718250,4226340,20191004000000
20191004,01,07,3070,4558,12606158,10717646,20191004000000
20191004,8B,10,820,349,2971584,740000,20191004000000
20191004,03,08,4512,7073,16891424,8627749,20191004000000
20191004,88,10,820,1245,3572172,3002215,20191004000000
20191005,01,01,1074,467,3535194,668915,20191005000000
20191005,11,01,272,0,161024,0,20191005000000
20191005,01,07,3750,5791,15592125,14418402,20191005000000
20191005,75,02,6500,9199,11718250,5236721,20191005000000
20191005,05,02,4328,6303,9430104,4554671,20191005000000
20191005,05,04,1052,1235,1673732,947040,20191005000000
20191005,14,09,20580,25733,20168400,19610371,20191005000000
20191005,8B,10,820,651,3030720,1466749,20191005000000
20191005,88,07,6820,9520,28534965,22524492,20191005000000
20191005,03,08,4512,9122,16891424,11673484,20191005000000
20191005,04,08,1504,3043,6417568,4928048,20191005000000
20191005,30,02,1802,1179,2584652,851996,20191005000000
20191005,04,01,436,693,1874364,1401576,20191005000000
20191005,8B,07,6890,9705,25699370,21163045,20191005000000
20191005,03,00,28522,25826,92617949,63747969,20191005000000
20191005,88,00,11460,13127,48518775,31339230,20191005000000
20191005,00,* ,0,42,0,9859,20191005000000
20191005,8B,02,2254,605,870044,198278,20191005000000
20191005,03,02,14506,19745,38360704,23939441,20191005000000
20191005,01,08,8272,23873,37340560,30251804,20191005000000
20191005,02,08,1504,1075,3113280,1278496,20191005000000
20191005,60,01,1988,593,986082,170248,20191005000000
20191005,88,01,436,501,1120084,558889,20191005000000
20191005,65,02,3312,7013,11539008,7482029,20191005000000
20191005,08,02,7720,17646,20379072,15800585,20191005000000
20191005,04,02,9842,24458,39646068,28910007,20191005000000
20191005,01,02,24928,81899,94892128,83634172,20191005000000
20191005,01,04,1578,2982,2526904,2213087,20191005000000
20191005,04,00,13242,16756,50709420,39745861,20191005000000
20191005,8B,00,7640,8554,28379735,18518630,20191005000000
20191005,02,02,6016,8997,15382392,9861123,20191005000000
20191005,83,02,1288,160,1458016,58722,20191005000000
20191005,03,04,1052,3262,3746172,3408327,20191005000000
20191005,C1,98,2528,1284,0,0,20191005000000
20191005,60,02,2120,3592,8800792,3494054,20191005000000
20191005,88,02,4860,7280,9437278,6947600,20191005000000
20191005,01,00,110780,124557,453498940,327939402,20191005000000
20191005,N1,10,21320,19570,46543200,33683425,20191005000000
20191005,03,07,10500,13371,35896125,28711892,20191005000000
20191005,88,10,820,1085,3643260,2519913,20191005000000
20191005,08,01,4788,8363,11864664,8471140,20191005000000
20191005,02,01,400,241,1012400,436365,20191005000000
20191005,04,07,7605,11151,30539945,26576280,20191005000000
20191006,88,07,6785,9301,28408755,22168214,20191006000000
20191006,88,10,820,1546,3643260,3457381,20191006000000
20191006,8B,00,7640,8435,28379735,18705229,20191006000000
20191006,03,04,1052,3204,3746172,3556226,20191006000000
20191006,02,01,1256,1005,2691016,1896710,20191006000000
20191006,04,08,1504,2545,6417568,4323316,20191006000000
20191006,05,02,4328,7337,9430104,5747588,20191006000000
20191006,08,02,9448,18020,22786176,17249050,20191006000000
20191006,03,07,10640,11944,37361487,26219348,20191006000000
20191006,75,02,6500,8641,11718250,5000210,20191006000000
20191006,02,02,6004,8787,15408828,10013950,20191006000000
20191006,14,09,18522,21707,18151560,16797197,20191006000000
20191006,8B,02,2254,585,870044,202389,20191006000000
20191006,N1,10,21320,17709,46543200,31069749,20191006000000
20191006,11,01,272,0,161024,0,20191006000000
20191006,65,02,3312,6619,11539008,7926565,20191006000000
20191006,04,01,1112,1163,3826314,2818362,20191006000000
20191006,30,02,1802,1295,2584652,955231,20191006000000
20191006,02,08,1504,1208,3113280,1461722,20191006000000
20191006,C1,98,2528,1242,0,0,20191006000000
20191006,05,04,1052,1364,1673732,1073822,20191006000000
20191006,03,00,28522,25894,93858466,61571501,20191006000000
20191006,01,00,108870,120989,446525390,327476566,20191006000000
20191006,00,* ,0,50,0,12796,20191006000000
20191006,03,08,4512,8601,16891424,11418856,20191006000000
20191006,88,01,436,485,1120084,551711,20191006000000
20191006,88,00,11460,13876,48518775,34011063,20191006000000
20191006,08,01,4788,7242,11864664,7585841,20191006000000
20191006,60,01,1988,590,986082,162140,20191006000000
20191006,60,02,1856,3436,7491880,3104200,20191006000000
20191006,88,02,3996,6540,6420190,4452449,20191006000000
20191006,01,07,3750,5893,15592125,14390357,20191006000000
20191006,01,08,8272,22352,37340560,31368320,20191006000000
20191006,04,07,7265,10025,29188215,24535779,20191006000000
20191006,04,00,13242,14884,50709420,36256476,20191006000000
20191006,03,02,13510,16670,35358760,20239304,20191006000000
20191006,01,04,1578,2892,2526904,2269448,20191006000000
20191006,04,02,9842,22890,39646068,29096432,20191006000000
20191006,83,02,1288,135,1458016,46143,20191006000000
20191006,01,02,23920,75460,91463920,79537990,20191006000000
20191006,8B,10,820,581,3030720,1334294,20191006000000
20191006,01,01,398,389,1583244,488996,20191006000000
20191006,8B,07,6750,9919,25171500,21654335,20191006000000
20191007,8B,00,5730,4117,21024695,8444888,20191007000000
20191007,8B,07,8425,9757,30848705,19713720,20191007000000
20191007,01,10,2460,3264,10195562,8217066,20191007000000
20191007,04,02,9592,13736,38823568,14233246,20191007000000
20191007,04,07,6000,6949,23540790,16402607,20191007000000
20191007,02,02,5008,5975,13754472,5272269,20191007000000
20191007,04,00,11460,9846,46227677,22270128,20191007000000
20191007,01,00,90725,81087,368492480,199336904,20191007000000
20191007,14,09,12348,14312,13903260,8903210,20191007000000
20191007,02,01,400,243,1012400,458658,20191007000000
20191007,03,00,22920,14344,80300549,33452258,20191007000000
20191007,60,01,904,0,478216,0,20191007000000
20191007,01,08,7520,12492,33934752,14525691,20191007000000
20191007,75,02,6500,6009,11718250,2991799,20191007000000
20191007,01,07,2320,3290,9494290,8098256,20191007000000
20191007,05,04,1052,843,1673732,580462,20191007000000
20191007,88,00,11460,9533,48208945,22974459,20191007000000
20191007,8B,10,820,499,2971154,906131,20191007000000
20191007,02,08,1504,413,3113280,467378,20191007000000
20191007,03,02,12654,11214,31611352,10801451,20191007000000
20191007,01,02,25504,56740,93804928,47561866,20191007000000
20191007,00,* ,0,298,0,138736,20191007000000
20191007,88,07,4535,6175,18265563,13633499,20191007000000
20191007,03,07,11015,12031,36271642,24639454,20191007000000
20191007,01,04,1578,2781,2526904,1691902,20191007000000
20191007,88,02,3996,4060,6420190,2551291,20191007000000
20191007,N1,10,14760,10158,32908608,16490639,20191007000000
20191007,30,02,1416,585,1631232,305912,20191007000000
20191007,03,08,4512,4449,16891424,4769274,20191007000000
20191007,60,02,1592,1261,6182968,951585,20191007000000
20191007,65,02,3312,4978,11539008,5218585,20191007000000
20191007,C1,98,2528,1020,0,0,20191007000000
20191007,8B,02,2254,368,870044,117371,20191007000000
20191007,03,10,1230,886,2092976,831205,20191007000000
20191007,04,08,1504,1487,6417568,1882297,20191007000000
20191007,03,04,1052,2487,3746172,2265772,20191007000000
20191007,04,01,676,538,1892124,1505862,20191007000000
20191007,08,02,7720,13121,20379072,10256561,20191007000000
20191007,83,02,1288,190,1458016,49603,20191007000000
20191007,05,02,4328,6419,9430104,3413570,20191007000000
20191007,08,01,4280,3901,10605840,3450582,20191007000000
20191008,83,02,1288,211,1458016,57709,20191008000000
20191008,01,04,1578,3088,2526904,1806706,20191008000000
20191008,30,02,1416,789,1631232,419144,20191008000000
20191008,08,01,4956,5084,12143740,5388170,20191008000000
20191008,04,07,6035,7801,23720972,17767921,20191008000000
20191008,03,07,11155,12426,36707636,24308939,20191008000000
20191008,60,01,1220,300,565748,81498,20191008000000
20191008,75,02,6500,7302,11718250,3573047,20191008000000
20191008,04,00,11460,10605,45916229,23964491,20191008000000
20191008,8B,02,2254,714,870044,232914,20191008000000
20191008,03,08,4512,4594,16891424,4808180,20191008000000
20191008,8B,07,8320,11038,30460625,21655047,20191008000000
20191008,N1,10,14760,11487,32888520,18919103,20191008000000
20191008,01,02,25504,57709,93804928,45495277,20191008000000
20191008,8B,00,5730,4825,21091223,9530743,20191008000000
20191008,03,04,1052,2684,3746172,2252009,20191008000000
20191008,65,02,3312,5683,11539008,5932547,20191008000000
20191008,14,09,12348,16494,15021440,10554103,20191008000000
20191008,08,02,7720,13578,20379072,10162869,20191008000000
20191008,05,02,4328,7185,9430104,3850093,20191008000000
20191008,01,07,2320,3699,9494290,8315586,20191008000000
20191008,60,02,1592,1426,6182968,973139,20191008000000
20191008,01,00,88815,89217,357440915,213316143,20191008000000
20191008,05,04,1052,1005,1673732,669599,20191008000000
20191008,03,00,22920,16828,80226677,39141758,20191008000000
20191008,01,10,2460,3410,10195562,8291712,20191008000000
20191008,03,02,12662,11091,31427272,10118173,20191008000000
20191008,02,02,5008,6730,13754472,5716089,20191008000000
20191008,01,08,7520,14186,33934752,15246692,20191008000000
20191008,04,08,1504,1914,6417568,2455277,20191008000000
20191008,88,00,11460,11784,48208945,28051101,20191008000000
20191008,03,10,1230,867,2043584,808651,20191008000000
20191008,88,07,4500,6387,18127830,13969978,20191008000000
20191008,00,* ,0,216,0,100873,20191008000000
20191008,88,02,3996,4958,6420190,3000057,20191008000000
20191008,02,08,1504,519,3113280,549383,20191008000000
20191008,C1,98,2528,1071,0,0,20191008000000
20191008,04,02,9592,15114,38823568,15109137,20191008000000
20191009,8B,00,5730,2677,21320375,5287707,20191009000000
20191009,05,04,1052,907,1673732,696438,20191009000000
20191009,C1,98,2528,1321,0,0,20191009000000
20191009,03,08,4512,5306,16891424,6118397,20191009000000
20191009,88,00,11460,7493,48518775,17823843,20191009000000
20191009,01,08,8272,16918,37340560,19325675,20191009000000
20191009,8B,07,8320,7895,30979435,16714949,20191009000000
20191009,04,01,1112,1251,4098404,3166544,20191009000000
20191009,88,07,4570,4779,18937260,11573346,20191009000000
20191009,01,07,2320,3258,9619450,7822613,20191009000000
20191009,8B,02,2254,556,870044,194105,20191009000000
20191009,N1,10,14760,12788,32944320,21843080,20191009000000
20191009,04,00,13370,10428,51222380,24402122,20191009000000
20191009,01,10,2460,2748,10329130,7034700,20191009000000
20191009,14,09,18522,19595,18151560,15246830,20191009000000
20191009,04,07,6105,7578,24460820,17522345,20191009000000
20191009,03,07,10980,9984,36784355,21790913,20191009000000
20191009,88,02,3996,5604,6420190,3856203,20191009000000
20191009,03,04,1052,2694,3746172,2772360,20191009000000
20191009,01,02,23920,52843,91463920,52215710,20191009000000
20191009,02,01,400,341,1012400,491419,20191009000000
20191009,03,10,1230,450,1951600,518054,20191009000000
20191009,88,01,436,521,1120084,979061,20191009000000
20191009,04,02,11176,18232,43575568,23024186,20191009000000
20191009,03,02,13658,9851,33932212,12106790,20191009000000
20191009,03,00,24830,12162,86868710,29468336,20191009000000
20191009,30,02,1416,580,1631232,305278,20191009000000
20191009,02,08,1504,804,3113280,900896,20191009000000
20191009,60,01,1536,599,746974,150395,20191009000000
20191009,83,02,1288,76,1458016,26017,20191009000000
20191009,75,02,6500,8637,11718250,4970836,20191009000000
20191009,01,00,92635,68840,377663345,171414547,20191009000000
20191009,01,04,1578,2575,2526904,2048521,20191009000000
20191009,65,02,3312,6614,11539008,6780323,20191009000000
20191009,05,02,4328,5209,9430104,3996326,20191009000000
20191009,08,02,7720,12681,20379072,11862130,20191009000000
20191009,04,08,1504,2034,6417568,3009313,20191009000000
20191009,60,02,1592,2258,6182968,1838316,20191009000000
20191009,02,02,5008,6924,13754472,6769274,20191009000000
20191009,08,01,4788,5179,11864664,5304072,20191009000000
20191010,03,10,1230,837,2092976,782412,20191010000000
20191010,75,02,6500,6009,11718250,2931015,20191010000000
20191010,00,* ,0,212,0,98933,20191010000000
20191010,01,02,25504,60242,93804928,48619365,20191010000000
20191010,04,08,1504,1474,6417568,1857270,20191010000000
20191010,02,01,400,84,1012400,92440,20191010000000
20191010,30,02,1416,595,1631232,288039,20191010000000
20191010,03,04,1052,2497,3746172,2133087,20191010000000
20191010,01,00,88815,81624,357666311,196014012,20191010000000
20191010,02,08,1504,449,3113280,448791,20191010000000
20191010,88,01,436,275,1120084,347737,20191010000000
20191010,05,02,4328,6418,9430104,3396240,20191010000000
20191010,11,01,272,7,161024,3920,20191010000000
20191010,05,04,1052,721,1673732,498925,20191010000000
20191010,01,07,2250,3243,9211788,7665786,20191010000000
20191010,N1,10,14760,10426,32944320,16953273,20191010000000
20191010,04,02,9592,14958,38823568,14030671,20191010000000
20191010,03,08,4512,4737,16891424,4730650,20191010000000
20191010,04,00,11332,10406,45758717,23645260,20191010000000
20191010,65,02,3312,5070,11539008,5045603,20191010000000
20191010,C1,98,2528,976,0,0,20191010000000
20191010,60,01,1536,279,746974,84161,20191010000000
20191010,8B,07,8320,10075,30456006,19791947,20191010000000
20191010,8B,02,2254,236,870044,72012,20191010000000
20191010,02,02,5008,6052,13754472,5151056,20191010000000
20191010,88,07,4640,6297,18653928,14330274,20191010000000
20191010,08,01,5464,4791,13402564,5168177,20191010000000
20191010,83,02,1288,189,1458016,50743,20191010000000
20191010,14,09,12348,14749,18843440,9196040,20191010000000
20191010,03,02,14670,11452,37684984,10373290,20191010000000
20191010,04,01,436,298,1874364,492741,20191010000000
20191010,8B,00,5730,4355,21091223,8945438,20191010000000
20191010,88,00,11460,10348,48272145,25259667,20191010000000
20191010,01,04,1578,2913,2526904,1738817,20191010000000
20191010,08,02,7720,13164,20379072,9843383,20191010000000
20191010,03,07,10945,11823,36114668,23938480,20191010000000
20191010,88,02,3996,3990,6420190,2509151,20191010000000
20191010,01,08,7520,11935,33934752,13470778,20191010000000
20191010,60,02,1592,1315,6182968,1078566,20191010000000
20191010,03,00,22920,14974,80226677,35214072,20191010000000
20191010,01,10,2460,3266,10195562,7877339,20191010000000
20191010,04,07,6105,7027,23936407,16543653,20191010000000
20191011,03,07,10500,9050,36074925,17800686,20191011000000
20191011,04,02,9592,18893,38823568,20813180,20191011000000
20191011,88,07,6820,8104,27989444,17532043,20191011000000
20191011,8B,02,2254,262,870044,80514,20191011000000
20191011,88,02,3996,4559,6420190,2778730,20191011000000
20191011,88,10,820,1569,3572172,3356044,20191011000000
20191011,03,02,13510,15561,35358760,15840790,20191011000000
20191011,04,08,1504,2805,6417568,3875133,20191011000000
20191011,8B,07,6785,7792,24860262,14778668,20191011000000
20191011,83,02,1674,116,1864088,27734,20191011000000
20191011,75,02,6500,4978,11718250,2227884,20191011000000
20191011,00,* ,0,538,0,242929,20191011000000
20191011,08,02,7720,13445,20379072,10191868,20191011000000
20191011,01,00,108870,104191,443470565,252678606,20191011000000
20191011,04,07,6375,6223,25032870,13590666,20191011000000
20191011,03,08,4512,5942,16891424,7021420,20191011000000
20191011,04,01,436,0,1874364,0,20191011000000
